x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50
54.56996150314808,70.95281034708023,53.95850166678429,53.127435967326164,38.48886117339134,41.798874735832214,49.089035019278526,53.01386117935181,45.77692598104477,91.93187579512596,43.833162635564804,80.02622053027153,44.04396750032902,69.39084269106388,53.638312965631485,61.56591698527336,65.16091525554657,44.825999066233635,56.22957833111286,43.31599920988083,53.860852494835854,43.74850541353226,30.904915183782578,44.43582147359848,46.85232415795326,78.70565168559551,61.02025508880615,32.217102125287056,84.6044160425663,52.3081049323082,35.889213904738426,62.7477653324604,44.1898126155138,32.275356352329254,72.7653969079256,100.5132682621479,32.16387704014778,35.727862268686295,49.32372830808163,47.729071229696274,51.36262625455856,71.19420915842056,43.38221624493599,42.66975447535515,61.71553395688534,68.44033487141132,59.16408263146877,49.64349791407585,42.797159403562546,24.06863495707512
77.73209363222122,32.75899216532707,47.23286256194115,75.84365084767342,39.61203619837761,66.13573059439659,62.233954668045044,51.18744447827339,30.2859116345644,62.33956664800644,57.69599229097366,50.12126639485359,57.65827372670174,69.24415938556194,63.62199783325195,88.48481811583042,89.52878415584564,56.97933956980705,47.516170889139175,68.30454804003239,53.13120782375336,134.25461947917938,48.07105287909508,51.623303443193436,60.42011082172394,59.81619469821453,86.16386912763119,48.93522709608078,34.986063838005066,52.304333075881004,86.5347683429718,34.45213660597801,76.29375904798508,40.842918679118156,64.18442353606224,58.09832364320755,60.87273359298706,48.9293597638607,59.74830128252506,36.29489801824093,47.28483036160469,57.001132518053055,84.2968001961708,60.79939194023609,40.736887603998184,48.213545233011246,53.14755253493786,60.743652284145355,62.206294387578964,33.51587802171707
75.57207718491554,73.76912981271744,58.78857336938381,30.428823083639145,40.56086763739586,42.73261874914169,50.985440611839294,58.2957174628973,45.2723354101181,71.5793576091528,39.256224408745766,81.8061176687479,57.60630592703819,48.53624850511551,44.307997450232506,36.36237233877182,53.26741375029087,91.60749614238739,67.7966047078371,69.36485879123211,48.833806067705154,21.55238762497902,48.436084762215614,77.59756408631802,26.674987748265266,49.01695065200329,55.27446046471596,61.50808185338974,71.57642394304276,50.793495029211044,81.73109963536263,64.64878097176552,59.1691117733717,39.0663743019104,54.76023070514202,37.502311170101166,74.96103644371033,38.116704672575,47.11635410785675,108.35370048880577,73.04325699806213,71.78597152233124,44.90227438509464,48.20474423468113,54.203253239393234,86.59930899739265,32.10646100342274,51.431357860565186,39.7432129830122,77.28156633675098
58.12346935272217,42.65131428837776,73.81690666079521,53.63328382372856,44.51964050531387,58.744149282574654,61.336252838373184,44.660456478595734,44.288719072937965,45.426562428474426,54.481951519846916,66.56614132225513,33.03098492324352,76.52174681425095,63.788797706365585,54.644979536533356,71.98546081781387,74.01891052722931,37.8509983420372,113.96119371056557,41.13251343369484,97.69778698682785,44.21495832502842,36.14025190472603,66.30378775298595,80.93398064374924,49.40712824463844,100.5660742521286,76.02469995617867,48.49182441830635,47.75337874889374,44.84066739678383,88.07536214590073,81.50269277393818,65.94420410692692,43.21960732340813,57.576969265937805,40.21972417831421,49.57644268870354,43.42496395111084,31.151343137025833,55.483169853687286,54.305512458086014,45.64323462545872,43.22610329836607,62.61114031076431,68.93319077789783,97.98905812203884,45.794108882546425,57.09165707230568
58.391690254211426,60.37610583007336,46.98475822806358,41.74942150712013,35.6549397110939,77.36580446362495,59.39877592027187,71.14056497812271,55.84170576184988,53.08825056999922,62.32447922229767,56.0833141207695,46.4332289993763,29.111187905073166,31.764060258865356,77.10261270403862,79.04134690761566,40.74191674590111,50.29309540987015,31.261146068572998,59.821223840117455,48.13307896256447,66.94961339235306,53.18988114595413,31.17397427558899,43.073343113064766,44.45384256541729,70.69841958582401,45.385491102933884,30.28465434908867,32.60853700339794,55.21327257156372,60.206372290849686,43.5257563367486,75.35875774919987,62.79931403696537,50.977058708667755,48.83673973381519,72.01731204986572,104.48126122355461,55.77863194048405,42.75357350707054,97.81764820218086,77.92571559548378,66.37964397668839,64.88305516541004,44.49281841516495,47.21609875559807,90.22951126098633,44.752657413482666
40.54829478263855,44.872937723994255,46.62643186748028,62.61114031076431,38.26380707323551,41.30098968744278,43.79921592772007,51.86009220778942,67.11892783641815,88.3251428604126,45.74926570057869,51.591452211141586,55.04228174686432,59.53456275165081,39.64221104979515,38.192979991436005,53.94802428781986,99.24382902681828,78.52124981582165,63.380179926753044,72.2469761967659,33.67764875292778,71.23025134205818,80.10417222976685,61.74193695187569,105.06128892302513,56.427810341119766,45.048538595438,70.49348205327988,51.33370868861675,69.34348493814468,75.99201053380966,66.84609688818455,50.48168823122978,44.53619476407766,28.13679166138172,47.262199223041534,90.67542850971222,59.97084081172943,50.848815590143204,92.31241419911385,65.20114839076996,54.74556237459183,37.216488271951675,64.47695195674896,63.41245025396347,19.26538534462452,49.84214901924133,40.21637141704559,53.24436351656914
73.58221337199211,53.59388887882233,30.94347193837166,47.42313176393509,61.17532029747963,36.69974394142628,61.48461252450943,26.729051023721695,59.87402983009815,66.48609414696693,32.33654424548149,56.93365819752216,45.38046196103096,58.999378234148026,34.236302599310875,50.41966214776039,36.75590269267559,57.53925070166588,58.706849813461304,58.21147933602333,79.47511039674282,85.35459637641907,64.08803164958954,52.30475217103958,68.96043196320534,49.318280071020126,55.84757309406996,60.88279187679291,41.66308790445328,73.09396751224995,51.42423324286938,38.7679785490036,49.946922808885574,65.29334932565689,77.82177999615669,63.90991620719433,48.32209087908268,41.78797826170921,40.630437433719635,59.9113292992115,70.22065110504627,51.22348666191101,36.67417913675308,40.87015986442566,43.68354566395283,71.5701375156641,56.06403574347496,52.646733820438385,35.816291347146034,109.58081111311913
75.27284324169159,45.67592404782772,82.96072483062744,45.918580144643784,49.78179931640625,38.851797580718994,73.50845262408257,47.744158655405045,65.10014645755291,58.03881213068962,54.72041666507721,46.0765790194273,47.29446955025196,85.58090776205063,64.60100412368774,41.95435903966427,71.88068702816963,38.27512264251709,27.485936880111694,44.09425891935825,54.30006422102451,33.399369567632675,38.07772882282734,40.348805487155914,60.250796377658844,41.03444516658783,113.52952569723129,54.42746914923191,50.62669515609741,58.95160138607025,55.38091063499451,58.82985424250364,66.89261645078659,52.80096083879471,56.6583126783371,56.838314048945904,119.58377435803413,63.66893649101257,67.74673238396645,40.953559800982475,45.69143056869507,44.78367045521736,43.07543858885765,71.1007509380579,58.52412432432175,71.86601869761944,41.724275797605515,91.57313033938408,49.50813017785549,82.6866365969181
66.28786213696003,53.53102460503578,40.775444358587265,54.39016968011856,27.027446776628494,50.844624638557434,49.143098294734955,57.099200785160065,67.30584427714348,53.552817553281784,78.71109992265701,64.44845348596573,56.312140077352524,64.36379626393318,53.399428725242615,42.92791709303856,57.3204830288887,73.30477237701416,53.99538204073906,45.38507200777531,54.61396649479866,47.36739210784435,52.71797999739647,56.83852359652519,77.82513275742531,83.25492963194847,40.14763981103897,82.42218755185604,46.88962362706661,43.451786041259766,111.70604266226292,53.37889306247234,53.39356139302254,26.69636160135269,88.03450036793947,51.461951807141304,71.25372067093849,32.743485644459724,57.58744664490223,53.850794211030006,83.20966735482216,103.38407009840012,94.29221972823143,43.79125311970711,40.69623537361622,64.86503407359123,66.85405969619751,60.95822900533676,79.98892106115818,67.47683510184288
41.31440073251724,67.14239716529846,52.58806049823761,32.081734389066696,50.137611106038094,38.75833936035633,49.853045493364334,75.67433640360832,128.7271734327078,33.53096544742584,41.368044912815094,33.215805888175964,64.78289142251015,129.89728711545467,58.66410210728645,89.05520662665367,51.117874681949615,40.37562757730484,82.92384445667267,77.73963734507561,67.24423728883266,71.0424967110157,56.39679729938507,38.8643704354763,59.971679002046585,30.43783362954855,36.39506176114082,76.01799443364143,49.74617622792721,51.39447748661041,42.25380253046751,62.00764328241348,57.421065866947174,65.05446508526802,53.45223471522331,55.21578714251518,51.42129957675934,50.4959374666214,56.20317533612251,48.656947910785675,76.68100297451019,58.953696861863136,35.987282171845436,80.82627318799496,52.37683653831482,54.142065346241,62.6622699201107,54.16134372353554,80.66701702773571,150.34954994916916
