x
427.9303025
428.89595149999997
429.86888300000004
430.8946055
432.06120949999996
433.2674065
434.40226750000005
435.4478825
436.4564775000001
437.690385
439.21861749999994
440.72076500000003
442.32641500000005
444.20974750000005
445.936375
447.46591
449.43696000000006
451.69566499999996
453.508685
455.11933999999997
457.06917500000003
459.39698
461.77613600000006
464.23571999999996
466.850161
469.084635
471.045304
473.2833
475.630521
477.849892
480.0395590000001
482.506401
485.343645
487.93212100000005
490.00829500000003
491.750638
493.078294
494.315214
496.007843
498.10163499999993
500.07975899999997
502.12686899999994
504.728864
507.13455
508.880531
510.6750329999999
512.991809
515.511069
517.767925
519.942825
522.1748259999999
524.3760179999999
526.695329
529.24224
531.9168980000001
534.6218825000001
537.416245
540.3312625000001
543.365723
546.516805
549.7753285
553.1295845
556.5733865
560.1048945
563.7230245
567.418103
571.1791539999999
575.015116
578.936216
582.9450975
587.0415945
591.2177264999999
595.4635460000001
599.7740665
604.148216
608.5866779999999
613.1098225
617.7480295
622.5175675
627.427292
632.4772695
637.6669959999999
642.986616
648.4240205
653.9723749999999
659.629868
665.4070689999999
671.302399
677.3133275000001
683.458018
689.7474055
696.1853780000001
702.77222
709.499718
716.355567
723.333585
730.4175270000001
737.5926165000001
744.8475430000001
752.1838935000001
759.625718
767.1866025
774.8745515
782.6926900000001
790.6348849999999
798.6900404999999
806.815245
814.9760630000001
823.1772475
831.4103000000001
839.676746
847.9986015000001
856.3963835
864.8864295
873.4715915
882.1448805
890.8761735000002
899.6425910000002
908.4452715000001
917.285887
926.151754
935.054829
943.9940125000002
952.9902434999999
962.077933
971.247673
980.4869855000001
989.778119
999.109879
1008.483535
1017.9025270000001
1027.332124
1036.78504
1046.3005785
1055.8666695
1065.5077095
1075.2196410000001
1084.960145
1094.7163385000001
1104.4817575
1114.2534400000002
1124.0295565000001
1133.8031669999998
1143.5664994999997
